Dust monitor control board firmware version,2.03
Live_AlarmThresh,100.000
TWA8hr_AlarmThresh,10.000
TWA15m_AlarmThresh,10.000
OPC-N2 176880705                                            
OPC-N2 FirmwareVer=OPC-018.2.TRX..........................BD
Gain scaling coeff,1.000
Init Sample Flow Rate (ml/s),3.700
Laser DAC setting,179
Fan DAC setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Volume of a particle in bin (um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
Density of a particle in bin (g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
Sample volume weighting for bin,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Data:
DateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Checksum,PMr,AvgLongValue,AvgShortValue,LiveUnits,AvgShortUnits,AvgLongUnits,LogRate(s),Channel_1,Channel_2
12/7/18 10:23:52,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,87,80,1.013,3.700,10,27.862,0.018,0.018,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:24:4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,92,0,1.013,3.700,4,6.453,0.017,0.017,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:24:15,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1.013,3.700,11,12.579,0.017,0.017,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:24:26,0,0,0,0,3,3,4,0,1,0,0,0,0,0,0,0,0,0,98,0,1.013,3.700,11,26.771,0.017,0.017,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:24:38,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,75,0,1.013,3.700,7,12.215,0.017,0.017,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:24:49,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,86,81,1.013,3.700,5,9.502,0.016,0.016,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:25:0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,87,0,1.013,3.700,7,9.148,0.016,0.016,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:25:11,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,122,0,1.014,3.700,7,10.392,0.016,0.016,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:25:23,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,70,0,1.013,3.700,6,9.079,0.016,0.016,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:25:34,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1.013,3.700,8,9.884,0.015,0.015,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:25:45,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,49,124,1.013,3.700,3,8.121,0.015,0.015,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
12/7/18 10:25:57,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,58,71,1.013,3.700,5,20.951,0.015,0.015,ug/m3,mg/m3,mg/m3,10.000,AvgShort,Live,
