Dust monitor control board firmware version,2.03
Live_AlarmThresh,100.000
TWA8hr_AlarmThresh,10.000
TWA15m_AlarmThresh,10.000
OPC-N2 176880705                                            
OPC-N2 FirmwareVer=OPC-018.2.TRX..........................BD
Gain scaling coeff,1.000
Init Sample Flow Rate (ml/s),3.700
Laser DAC setting,179
Fan DAC setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Volume of a particle in bin (um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
Density of a particle in bin (g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
Sample volume weighting for bin,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Data:
DateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Checksum,PMr,AvgLongValue,AvgShortValue,LiveUnits,AvgShortUnits,AvgLongUnits,LogRate(s),Channel_1,Channel_2
22/7/18 0:5:10,0,0,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,46,0,0,1.013,3.700,12,6.892,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:5:22,0,0,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,48,24,0,1.013,3.700,12,7.769,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:5:33,0,0,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,44,43,0,1.013,3.700,12,7.930,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:5:44,0,0,1,4,6,1,1,0,0,0,0,0,0,0,0,0,0,42,23,0,1.013,3.700,13,10.283,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:5:56,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1.013,3.700,10,8.880,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:6:7,0,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,35,25,0,1.013,3.700,12,5.590,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:6:18,0,0,5,6,3,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,1.013,3.700,15,8.342,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:6:29,0,0,1,9,1,3,1,0,1,0,0,0,0,0,0,0,0,35,34,0,1.013,3.700,16,19.568,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:6:41,0,0,0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,40,48,0,1.013,3.700,12,8.864,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:6:52,0,0,5,8,2,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,1.013,3.700,16,13.803,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:7:3,0,0,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,48,27,0,1.013,3.700,13,6.488,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:7:15,0,0,1,6,3,3,2,0,0,0,0,0,0,0,0,0,0,51,55,0,1.013,3.700,15,14.730,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:7:26,0,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,39,53,0,1.013,3.700,14,7.178,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:7:37,0,0,2,10,2,2,2,0,0,0,0,0,0,0,0,0,0,46,36,0,1.013,3.700,18,14.415,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:7:49,0,0,0,9,2,1,1,1,0,0,0,0,0,0,0,0,0,41,25,45,1.013,3.700,14,15.360,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:8:0,0,0,0,6,3,1,2,0,0,0,0,0,0,0,0,0,0,38,41,0,1.013,3.700,12,11.932,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:8:11,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1.014,3.700,9,4.141,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:8:23,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,55,57,0,1.013,3.700,11,9.213,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:8:34,0,0,0,12,5,1,0,0,0,0,0,0,0,0,0,0,0,30,100,0,1.013,3.700,18,9.319,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:8:46,0,0,4,1,2,2,0,1,0,0,0,0,0,0,0,0,0,49,33,27,1.013,3.700,10,11.191,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:8:58,0,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,51,47,0,1.013,3.700,12,8.033,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:9:9,0,0,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,51,19,0,1.013,3.700,11,7.655,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:9:20,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,1.013,3.700,10,7.483,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:9:32,0,0,3,6,3,1,1,1,0,0,0,0,0,0,0,0,0,33,27,47,1.013,3.700,15,15.428,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:9:43,0,0,1,7,1,0,1,0,0,1,0,0,0,0,0,0,0,41,0,0,1.013,3.700,11,15.181,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:9:54,0,0,5,9,3,1,0,0,1,0,0,0,0,0,0,0,0,48,47,0,1.013,3.700,19,15.875,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:10:6,0,0,3,5,3,1,0,1,0,0,0,0,0,0,0,0,0,38,41,51,1.013,3.700,13,11.914,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:10:17,0,0,2,8,5,2,1,0,0,0,0,0,0,0,0,0,0,41,21,0,1.013,3.700,18,12.594,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:10:28,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1.013,3.700,9,3.829,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:10:40,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,37,23,0,1.013,3.700,7,9.724,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:10:51,0,0,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,52,56,0,1.013,3.700,11,12.426,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:11:2,0,0,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,44,46,0,1.013,3.700,16,7.004,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:11:14,0,0,2,8,1,1,2,0,0,0,0,0,0,0,0,0,0,51,49,0,1.013,3.700,14,11.652,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:11:25,0,0,0,6,3,0,1,1,0,0,0,0,0,0,0,0,0,36,0,97,1.013,3.700,11,13.600,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:11:36,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1.013,3.700,9,3.829,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:11:47,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,37,21,0,1.013,3.700,8,3.657,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:11:59,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,1.013,3.700,7,5.307,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:12:10,0,0,4,7,2,2,0,0,0,0,0,0,0,0,0,0,0,46,49,0,1.013,3.700,15,7.350,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:12:21,0,0,2,11,5,2,0,0,0,0,0,0,0,0,0,0,0,46,58,0,1.013,3.700,20,10.596,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:12:33,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,46,36,0,1.014,3.700,10,5.350,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:12:44,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,74,58,0,1.013,3.700,8,3.969,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:12:55,0,0,2,5,2,4,1,0,0,0,0,0,0,0,0,0,0,54,73,0,1.013,3.700,14,12.010,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:13:8,0,0,1,7,4,2,0,0,0,0,0,0,0,0,0,0,0,38,48,0,1.013,3.700,14,8.217,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:13:19,0,0,0,8,2,2,1,0,1,0,0,0,0,0,0,0,0,43,32,0,1.013,3.700,14,18.395,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:13:30,0,0,3,5,4,3,0,0,1,0,0,0,0,0,0,0,0,35,27,0,1.013,3.700,16,17.333,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:13:42,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,33,33,0,1.013,3.700,7,6.968,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:13:53,0,0,2,5,3,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,1.013,3.700,11,8.582,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:14:4,0,0,4,9,2,1,0,0,0,0,0,0,0,0,0,0,0,52,75,0,1.013,3.700,16,6.795,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:14:16,0,0,2,14,2,2,0,0,0,0,0,0,0,0,0,0,0,37,64,0,1.013,3.700,20,9.661,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:14:27,0,0,1,6,3,2,1,0,0,0,0,0,0,0,0,0,0,29,19,0,1.013,3.700,13,10.282,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:14:38,0,0,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,49,48,0,1.013,3.700,14,7.075,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:14:50,0,0,1,6,1,1,2,0,0,0,0,0,0,0,0,0,0,30,76,0,1.013,3.700,11,10.722,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:15:1,0,0,4,8,6,1,1,1,0,0,0,0,0,0,0,0,0,35,21,27,1.013,3.700,21,18.431,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:15:12,0,0,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,1.013,3.700,11,7.655,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:15:24,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1.013,3.700,8,3.345,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:15:35,0,0,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,67,0,0,1.013,3.700,10,13.764,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:15:46,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,22,29,0,1.013,3.700,8,3.865,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:15:58,0,0,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,1.013,3.700,12,7.515,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:16:9,0,0,1,5,3,1,2,0,0,0,0,0,0,0,0,0,0,39,23,0,1.013,3.700,12,11.724,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:16:20,0,0,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,45,77,0,1.013,3.700,14,8.839,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:16:32,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1.013,3.700,9,3.102,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:16:43,0,0,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,49,0,0,1.013,3.700,13,7.479,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:16:54,0,0,4,9,4,1,0,0,1,0,0,0,0,0,0,0,0,48,50,0,1.013,3.700,19,16.395,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:17:5,0,0,2,11,5,0,1,0,0,0,0,0,0,0,0,0,0,46,0,0,1.013,3.700,19,11.105,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:17:18,0,0,1,9,1,2,0,0,0,0,0,0,0,0,0,0,0,38,62,0,1.013,3.700,13,6.902,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:17:29,0,0,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,47,48,0,1.013,3.700,12,4.967,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:17:40,0,0,4,7,2,1,2,0,0,0,0,0,0,0,0,0,0,43,25,0,1.013,3.700,16,12.307,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:17:52,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.013,3.700,7,2.759,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:18:3,0,0,2,5,2,1,3,0,0,0,0,0,0,0,0,0,0,36,27,0,1.013,3.700,13,14.340,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:18:14,0,0,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,39,0,0,1.013,3.700,13,8.829,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:18:26,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,50,25,0,1.013,3.700,10,7.794,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:18:37,0,0,4,6,4,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,1.013,3.700,15,12.516,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:18:48,0,0,1,4,3,2,0,0,1,0,0,0,0,0,0,0,0,60,47,0,1.013,3.700,11,14.606,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:19:0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,1.013,3.700,4,9.667,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:19:11,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,43,33,0,1.013,3.700,9,7.830,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:19:22,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1.013,3.700,8,3.450,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:19:34,0,0,3,8,2,1,0,1,0,0,0,0,0,0,0,0,0,31,49,55,1.013,3.700,15,12.361,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:19:45,0,0,5,9,6,1,0,0,0,0,0,0,0,0,0,0,0,32,25,0,1.013,3.700,21,9.731,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:19:56,0,0,0,8,2,2,1,0,0,0,0,0,0,1,0,0,0,32,64,0,1.013,3.700,14,11.253,0.011,0.008,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:20:8,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,1.013,3.700,6,5.240,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:20:19,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,36,47,0,1.013,3.700,11,4.796,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:20:30,0,0,2,7,2,1,0,0,0,0,1,0,0,0,0,0,0,32,25,0,1.013,3.700,13,12.483,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:20:42,0,0,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,1.013,3.700,12,6.996,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:20:53,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,40,54,0,1.013,3.700,7,6.761,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:21:4,0,0,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,48,35,0,1.013,3.700,12,6.420,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:21:16,0,0,1,7,3,1,1,0,0,0,0,0,0,0,0,0,0,43,19,0,1.013,3.700,13,9.348,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:21:27,0,0,2,5,6,3,0,0,0,0,0,0,0,0,0,0,0,36,60,0,1.013,3.700,16,10.325,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:21:39,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1.013,3.700,8,3.138,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:21:51,0,0,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,33,27,0,1.014,3.700,13,8.621,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:22:2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1.013,3.700,8,3.969,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
22/7/18 0:22:13,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1.014,3.700,8,3.450,0.011,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
