Dust monitor control board firmware version,2.03
Live_AlarmThresh,100.000
TWA8hr_AlarmThresh,10.000
TWA15m_AlarmThresh,10.000
OPC-N2 176880705                                            
OPC-N2 FirmwareVer=OPC-018.2.TRX..........................BD
Gain scaling coeff,1.000
Init Sample Flow Rate (ml/s),3.700
Laser DAC setting,179
Fan DAC setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Volume of a particle in bin (um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
Density of a particle in bin (g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
Sample volume weighting for bin,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Data:
DateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Checksum,PMr,AvgLongValue,AvgShortValue,LiveUnits,AvgShortUnits,AvgLongUnits,LogRate(s),Channel_1,Channel_2
16/7/18 0:6:17,0,0,1,5,3,2,2,0,0,0,0,0,0,0,0,0,0,38,46,0,1.013,3.700,13,13.038,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:6:29,0,0,2,6,0,2,1,0,0,0,0,0,0,0,0,0,0,41,61,0,1.013,3.700,11,8.381,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:6:40,0,0,5,8,1,0,1,1,0,0,0,0,0,0,0,0,0,47,0,55,1.013,3.700,16,13.835,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:6:51,0,0,5,7,2,1,1,1,0,0,0,0,0,0,0,0,0,54,85,39,1.013,3.700,17,15.460,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:7:3,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,50,69,0,1.013,3.700,9,4.451,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:7:14,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,39,48,0,1.013,3.700,11,5.418,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:7:25,0,0,2,7,1,4,0,0,0,0,0,0,0,0,0,0,0,45,38,0,1.014,3.700,14,8.942,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:7:36,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,51,49,0,1.013,3.700,8,5.006,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:7:48,0,0,3,16,1,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,1.013,3.700,21,10.409,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:7:59,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1.013,3.700,12,4.032,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:8:10,0,0,1,10,1,2,2,0,0,0,0,0,0,0,0,0,0,45,74,0,1.013,3.700,16,13.552,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:8:22,0,0,3,8,5,1,0,0,0,0,0,0,0,0,0,0,0,36,23,0,1.013,3.700,17,8.317,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:8:33,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1.013,3.700,12,4.759,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:8:45,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,54,19,0,1.013,3.700,12,7.355,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:8:57,0,0,2,5,1,2,3,0,0,0,0,0,0,0,0,0,0,35,43,0,1.013,3.700,13,14.963,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:9:8,0,0,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1.013,3.700,14,5.829,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:9:19,0,0,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,45,27,0,1.013,3.700,13,5.969,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:9:31,0,0,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1.013,3.700,15,4.755,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:9:42,0,0,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,1.013,3.700,11,7.033,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:9:53,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,45,47,0,1.013,3.700,10,4.832,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:10:5,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,48,47,0,1.013,3.700,9,3.932,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:10:16,0,0,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,37,24,0,1.013,3.700,13,9.970,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:10:27,0,0,3,15,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1.013,3.700,22,8.967,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:10:39,0,0,5,6,3,1,0,0,0,0,0,0,0,0,0,0,0,39,45,0,1.013,3.700,15,6.520,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:10:50,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1.014,3.700,11,4.172,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:11:1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,1.013,3.700,6,2.691,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:11:13,0,0,1,8,4,2,0,1,0,0,0,0,0,0,0,0,0,40,39,56,1.013,3.700,16,14.712,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:11:24,0,0,3,6,3,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,1.013,3.700,13,7.999,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:11:35,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,52,72,0,1.013,3.700,11,4.587,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:11:47,0,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,54,68,0,1.014,3.700,14,7.178,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:11:58,0,0,5,11,3,0,0,1,0,1,0,0,0,0,0,0,0,53,0,50,1.013,3.700,21,21.748,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:12:9,0,0,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0,47,25,0,1.013,3.700,14,6.244,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:12:21,0,0,2,5,2,2,1,0,1,0,0,0,0,0,0,0,0,34,22,0,1.013,3.700,13,17.601,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:12:32,0,0,1,9,3,1,0,2,1,0,0,0,0,0,0,0,0,53,67,45,1.013,3.700,17,27.421,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:12:43,0,0,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,40,17,25,1.013,3.700,11,13.704,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:12:54,0,0,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,1.013,3.700,13,12.977,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:13:7,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,1.013,3.700,9,4.971,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:13:18,0,0,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,25,48,0,1.013,3.700,11,13.879,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:13:29,0,0,1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,49,22,0,1.013,3.700,13,7.526,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:13:41,0,0,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,23,20,0,1.013,3.700,13,10.074,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:13:52,0,0,3,6,3,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,1.013,3.700,13,13.392,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:14:3,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1.013,3.700,13,6.177,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:14:15,0,0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,64,71,0,1.013,3.700,10,5.454,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:14:26,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,40,27,0,1.013,3.700,9,4.451,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:14:37,0,0,5,11,1,0,2,0,0,0,0,0,0,0,0,0,0,31,0,0,1.013,3.700,19,11.991,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:14:49,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,1.013,3.700,8,3.242,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:15:0,0,0,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,45,49,0,1.013,3.700,11,6.456,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:15:11,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1.013,3.700,15,6.313,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:15:23,0,0,0,10,4,1,0,0,0,1,0,0,0,0,0,0,0,42,25,0,1.013,3.700,16,16.398,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:15:34,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,36,25,0,1.013,3.700,11,6.975,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:15:45,0,0,3,7,5,1,2,0,0,1,0,0,0,0,0,0,0,43,47,0,1.013,3.700,19,22.736,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:15:57,0,0,3,9,2,2,2,0,0,0,0,0,0,0,0,0,0,52,47,0,1.013,3.700,18,14.207,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:16:8,0,0,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,39,0,0,1.013,3.700,12,7.515,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:16:19,0,0,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,59,0,46,1.013,3.700,11,10.636,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:16:31,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,49,23,0,1.013,3.700,11,8.485,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:16:42,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,51,49,0,1.013,3.700,11,13.256,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:16:53,0,0,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,33,48,0,1.013,3.700,11,7.551,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:17:5,0,0,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,40,38,0,1.013,3.700,12,15.622,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:17:17,0,0,5,9,6,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,1.013,3.700,21,16.946,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:17:28,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1.013,3.700,11,4.068,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:17:40,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,48,23,0,1.013,3.700,8,4.072,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:17:51,0,0,3,6,0,0,2,1,0,0,0,0,0,0,0,0,0,51,0,85,1.013,3.700,12,15.177,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:18:2,0,0,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,1.013,3.700,13,7.583,0.007,0.009,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:18:14,0,0,3,11,1,2,0,0,1,0,0,0,0,0,0,0,0,42,35,0,1.013,3.700,18,16.222,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:18:25,0,0,4,9,1,3,2,0,0,0,0,0,0,0,0,0,0,44,32,0,1.013,3.700,19,15.001,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:18:36,0,0,3,11,3,2,1,1,0,0,0,0,0,0,0,0,0,46,66,27,1.013,3.700,21,18.638,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:18:47,0,0,2,6,2,2,3,0,0,0,0,0,0,0,0,0,0,48,49,0,1.013,3.700,15,16.033,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:18:59,0,0,2,6,4,3,1,0,0,0,0,1,0,0,0,0,0,41,48,0,1.013,3.700,17,16.727,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:19:10,0,0,0,7,5,2,1,0,0,0,0,0,0,0,0,0,0,50,26,0,1.013,3.700,15,11.871,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:19:21,0,0,2,7,3,0,2,0,0,0,0,0,0,0,0,0,0,56,0,0,1.014,3.700,14,11.341,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:19:33,0,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,43,21,0,1.013,3.700,10,5.765,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:19:44,0,0,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,40,27,0,1.013,3.700,12,5.486,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:19:55,0,0,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,40,52,0,1.013,3.700,17,15.178,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:20:7,0,0,4,7,0,2,0,0,1,0,0,0,0,0,0,0,0,41,22,0,1.013,3.700,14,14.186,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:20:18,0,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,42,23,0,1.013,3.700,11,5.002,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:20:29,0,0,5,3,3,4,1,0,1,0,0,0,0,0,0,0,0,31,56,0,1.013,3.700,17,20.675,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:20:41,0,0,1,8,5,2,1,1,0,0,0,0,0,0,0,0,0,34,24,29,1.013,3.700,18,18.538,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:20:52,0,0,4,6,4,0,1,0,0,0,1,0,0,0,0,0,0,46,0,0,1.013,3.700,16,15.651,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:21:3,0,0,2,7,2,2,1,0,0,0,0,0,0,0,0,0,0,44,37,0,1.013,3.700,14,10.142,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:21:15,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,40,19,0,1.013,3.700,9,5.697,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:21:26,0,0,1,12,3,1,2,0,0,0,0,0,0,0,0,0,0,36,19,0,1.013,3.700,19,14.379,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:21:38,0,0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,38,41,0,1.013,3.700,10,5.142,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:21:50,0,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,46,70,55,1.013,3.700,8,9.809,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:22:1,0,0,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,49,21,0,1.013,3.700,12,12.139,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
16/7/18 0:22:12,0,0,4,9,3,0,2,0,0,1,0,0,0,0,0,0,0,56,0,0,1.013,3.700,19,20.971,0.007,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
