Dust monitor control board firmware version,2.03
Live_AlarmThresh,100.000
TWA8hr_AlarmThresh,10.000
TWA15m_AlarmThresh,10.000
OPC-N2 176880705                                            
OPC-N2 FirmwareVer=OPC-018.2.TRX..........................BD
Gain scaling coeff,1.000
Init Sample Flow Rate (ml/s),3.700
Laser DAC setting,179
Fan DAC setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Volume of a particle in bin (um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
Density of a particle in bin (g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
Sample volume weighting for bin,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Data:
DateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Checksum,PMr,AvgLongValue,AvgShortValue,LiveUnits,AvgShortUnits,AvgLongUnits,LogRate(s),Channel_1,Channel_2
31/7/18 0:3:16,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,45,0,51,1.013,3.700,8,11.839,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:3:27,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,44,61,0,1.013,3.700,6,7.523,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:3:38,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,66,92,0,1.013,3.700,7,31.104,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:3:50,0,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,17,49,56,1.013,3.700,11,18.270,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:4:1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,1.013,3.700,5,2.208,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:4:12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,53,39,0,1.013,3.700,6,5.078,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:4:25,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1.013,3.700,3,1.449,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:4:36,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,41,79,0,1.013,3.700,6,15.049,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:4:47,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,46,37,0,1.013,3.700,9,7.150,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:4:59,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,47,0,1.013,3.700,4,8.897,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:5:10,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,41,21,0,1.013,3.700,4,2.451,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:5:21,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,67,62,0,1.013,3.700,7,8.214,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:5:33,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,47,41,0,1.013,3.700,7,6.080,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:5:44,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1.013,3.700,3,1.138,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:5:55,0,0,0,4,2,4,0,1,0,0,0,0,0,0,0,0,0,41,55,150,1.013,3.700,11,14.268,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:6:7,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1.013,3.700,7,3.590,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:6:18,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,57,67,0,1.013,3.700,8,7.659,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:6:29,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,37,57,0,1.013,3.700,9,9.595,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:6:40,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,60,36,0,1.013,3.700,9,8.661,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:6:52,0,0,0,4,4,2,1,1,0,0,0,0,0,0,0,0,0,33,72,31,1.013,3.700,12,16.159,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:7:3,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,43,17,67,1.013,3.700,5,17.060,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:7:14,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,64,101,0,1.013,3.700,6,7.211,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:7:26,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,37,75,84,1.013,3.700,7,12.393,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:7:37,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,37,22,0,1.013,3.700,6,22.576,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:7:48,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,1.014,3.700,3,7.498,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:8:0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,38,66,0,1.013,3.700,5,4.388,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:8:11,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,33,47,0,1.014,3.700,7,7.590,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:8:22,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,27,23,0,1.013,3.700,3,2.072,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:8:34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37,23,0,1.013,3.700,2,1.693,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:8:46,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,40,23,0,1.013,3.700,6,9.033,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:8:57,0,0,0,5,1,2,1,2,0,0,0,0,0,0,0,0,0,40,47,37,1.013,3.700,11,20.582,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:9:9,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,38,27,0,1.013,3.700,4,5.519,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:9:20,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,38,53,0,1.013,3.700,8,11.037,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:9:31,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,49,45,0,1.013,3.700,8,6.148,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:9:43,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,40,79,0,1.013,3.700,4,5.519,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:9:54,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,41,54,112,1.013,3.700,10,24.172,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:10:5,0,0,0,4,3,5,1,1,0,0,0,0,0,0,0,0,0,47,52,58,1.013,3.700,14,19.408,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:10:17,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,1.013,3.700,5,10.358,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:10:28,0,0,0,3,1,3,1,2,0,0,0,0,0,0,0,0,0,41,68,56,1.013,3.700,10,21.136,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:10:39,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,76,62,0,1.013,3.700,4,3.697,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:10:51,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,49,62,0,1.013,3.700,10,10.596,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:11:2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1.013,3.700,4,4.009,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:11:13,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,93,46,0,1.013,3.700,5,5.010,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:11:25,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,0,38,56,0,1.013,3.700,12,13.224,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:11:36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.013,3.700,1,0.379,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:11:47,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,54,65,80,1.014,3.700,8,14.018,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:11:58,0,0,0,2,3,1,1,3,0,0,0,0,0,0,0,0,0,38,81,66,1.014,3.700,10,25.628,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:12:10,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,41,30,0,1.013,3.700,8,12.594,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:12:21,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,53,47,90,1.013,3.700,5,11.323,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:12:32,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,72,55,0,1.013,3.700,11,10.399,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:12:44,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1.013,3.700,5,2.208,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:12:55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,97,0,1.013,3.700,2,2.004,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:13:7,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,36,38,0,1.013,3.700,7,8.525,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:13:19,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,59,51,67,1.013,3.700,7,13.016,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:13:30,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,60,0,1.013,3.700,4,6.453,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:13:41,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,55,0,1.013,3.700,5,7.144,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:13:53,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,56,27,0,1.013,3.700,5,8.342,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:14:4,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,77,76,0,1.013,3.700,11,9.778,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:14:15,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,48,57,1.013,3.700,9,14.756,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:14:27,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,37,47,0,1.013,3.700,4,5.519,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:14:38,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,36,47,0,1.013,3.700,5,8.654,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:14:49,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,45,39,0,1.013,3.700,6,5.079,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:15:1,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,53,66,0,1.013,3.700,7,5.146,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:15:12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,72,55,0,1.013,3.700,3,2.383,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:15:23,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,39,48,0,1.013,3.700,7,6.968,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:15:35,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,37,69,0,1.013,3.700,4,3.074,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:15:46,0,0,0,5,2,2,0,0,1,0,0,0,0,0,0,0,0,55,58,0,1.013,3.700,10,14.122,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:15:57,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,48,17,0,1.013,3.700,4,10.601,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:16:9,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,50,0,1.013,3.700,6,12.723,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:16:20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,1.013,3.700,2,1.070,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:16:31,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,82,48,0,1.013,3.700,3,2.072,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:16:43,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,40,62,0,1.013,3.700,5,4.076,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:16:54,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,71,51,0,1.013,3.700,6,4.145,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:17:5,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,40,0,1.013,3.700,6,15.050,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:17:18,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,56,23,0,1.013,3.700,6,4.456,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:17:29,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,54,76,0,1.013,3.700,5,4.076,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:17:40,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,79,47,0,1.013,3.700,6,6.899,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:17:51,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,70,49,103,1.013,3.700,7,13.328,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:18:3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,1.013,3.700,4,4.896,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:18:14,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,41,63,0,1.013,3.700,6,8.768,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:18:25,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,43,41,0,1.013,3.700,7,7.279,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:18:37,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,63,48,59,1.013,3.700,7,12.393,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:18:48,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1.013,3.700,5,5.944,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:18:59,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,40,36,71,1.013,3.700,7,20.854,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:19:11,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,77,21,0,1.013,3.700,6,14.115,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:19:22,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,37,41,0,1.013,3.700,7,7.591,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:19:33,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,82,49,0,1.013,3.700,6,4.456,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:19:45,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,39,25,0,1.013,3.700,6,8.145,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:19:56,0,0,0,4,2,1,2,0,0,1,0,0,0,0,0,0,0,55,49,0,1.013,3.700,10,19.011,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:20:7,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,40,0,23,1.013,3.700,8,10.018,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:20:19,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,63,103,95,1.013,3.700,10,22.336,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:20:30,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,38,34,0,1.013,3.700,12,8.599,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:20:41,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,38,70,0,1.013,3.700,11,18.933,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:20:53,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,62,118,1.013,3.700,6,13.260,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:21:4,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,63,61,0,1.013,3.700,9,5.905,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:21:15,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,38,59,0,1.013,3.700,6,4.767,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:21:27,0,0,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,40,68,62,1.013,3.700,9,15.020,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:21:39,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,44,39,63,1.013,3.700,8,14.018,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:21:50,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,40,49,0,1.013,3.700,6,4.455,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:22:2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1.013,3.700,4,4.631,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
31/7/18 0:22:13,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,46,0,0,1.013,3.700,5,4.964,0.008,0.010,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
