Dust monitor control board firmware version,2.03
Live_AlarmThresh,100.000
TWA8hr_AlarmThresh,10.000
TWA15m_AlarmThresh,10.000
OPC-N2 176880705                                            
OPC-N2 FirmwareVer=OPC-018.2.TRX..........................BD
Gain scaling coeff,1.000
Init Sample Flow Rate (ml/s),3.700
Laser DAC setting,179
Fan DAC setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Volume of a particle in bin (um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
Density of a particle in bin (g/ml),1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
Sample volume weighting for bin,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Data:
DateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Checksum,PMr,AvgLongValue,AvgShortValue,LiveUnits,AvgShortUnits,AvgLongUnits,LogRate(s),Channel_1,Channel_2
29/7/18 0:5:44,0,0,0,7,1,0,2,0,0,1,0,0,0,0,0,0,0,49,0,0,1.013,3.700,11,18.144,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:5:55,0,0,0,1,4,3,1,2,0,0,0,0,0,0,0,0,0,45,49,45,1.013,3.700,11,22.451,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:6:7,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,36,39,0,1.013,3.700,5,4.698,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:6:18,0,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,37,59,27,1.013,3.700,8,11.886,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:6:29,0,0,0,6,1,7,0,0,0,0,0,2,0,0,0,0,0,44,34,0,1.013,3.700,16,20.699,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:6:41,0,0,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,45,18,0,1.013,3.700,12,13.801,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:6:52,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,36,31,0,1.013,3.700,7,16.985,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:7:3,0,0,0,1,2,5,2,0,0,0,0,0,0,0,0,0,0,37,36,0,1.013,3.700,10,14.598,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:7:15,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,40,33,0,1.013,3.700,6,12.604,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:7:26,0,0,0,2,3,4,1,1,0,0,0,0,0,0,0,0,0,43,32,50,1.013,3.700,11,17.336,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:7:37,0,0,0,4,2,2,4,0,0,0,0,0,0,0,0,0,0,48,54,0,1.013,3.700,12,18.066,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:7:49,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,41,67,0,1.013,3.700,7,10.969,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:8:0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,36,27,0,1.013,3.700,7,9.459,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:8:11,0,0,0,6,5,0,2,1,0,1,0,0,0,0,0,0,0,35,0,55,1.013,3.700,15,26.645,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:8:23,0,0,0,1,2,1,4,0,0,1,0,0,0,0,0,0,0,67,27,0,1.013,3.700,9,24.143,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:8:34,0,0,0,2,1,6,1,1,1,0,0,0,0,0,0,0,0,94,38,48,1.013,3.700,12,26.799,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:8:46,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,36,31,0,1.013,3.700,9,9.641,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:8:57,0,0,0,4,0,2,4,0,1,0,0,0,0,0,0,0,0,48,37,0,1.013,3.700,11,24.902,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:9:9,0,0,0,1,2,5,2,1,0,0,0,0,0,0,0,0,0,54,47,88,1.013,3.700,11,20.714,0.007,0.013,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:9:20,0,0,0,5,2,0,2,0,0,0,0,1,0,0,0,0,0,37,0,0,1.013,3.700,10,13.818,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:9:31,0,0,0,3,2,2,0,0,0,0,1,1,0,0,0,0,0,50,47,0,1.013,3.700,9,16.205,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:9:43,0,0,0,1,2,6,0,1,0,0,0,0,0,0,0,0,0,37,45,49,1.013,3.700,10,15.757,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:9:54,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,55,48,0,1.013,3.700,10,10.342,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:10:5,0,0,0,4,3,1,2,0,2,0,0,0,0,0,0,0,0,46,41,0,1.013,3.700,12,27.608,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:10:17,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,40,52,0,1.013,3.700,9,13.861,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:10:28,0,0,0,3,1,4,3,0,0,0,0,0,0,0,0,0,0,41,43,0,1.013,3.700,11,16.487,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:10:39,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,50,49,0,1.013,3.700,10,10.596,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:10:51,0,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,64,59,0,1.013,3.700,10,9.662,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:11:2,0,0,0,2,3,4,1,1,0,0,0,0,0,0,0,0,0,59,29,58,1.013,3.700,11,17.336,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:11:13,0,0,0,3,3,6,2,0,0,0,0,0,0,0,0,0,0,79,46,0,1.013,3.700,14,17.361,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:11:25,0,0,0,3,1,1,4,1,0,0,0,0,0,0,0,0,0,51,48,33,1.013,3.700,10,21.799,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:11:36,0,0,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,31,49,0,1.013,3.700,13,12.715,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:11:47,0,0,0,1,3,3,1,2,0,0,0,0,0,0,0,0,0,45,31,40,1.013,3.700,10,21.760,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:11:59,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,28,37,0,1.013,3.700,7,14.230,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:12:10,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,40,25,0,1.013,3.700,6,9.033,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:12:21,0,0,0,4,2,6,1,0,0,1,0,0,0,0,0,0,0,37,61,0,1.013,3.700,14,22.442,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:12:33,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,38,43,0,1.013,3.700,10,8.774,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:12:44,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,39,48,0,1.013,3.700,5,3.765,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:12:55,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,38,35,0,1.013,3.700,8,10.460,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:13:8,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,50,30,0,1.013,3.700,9,9.595,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:13:19,0,0,0,1,2,4,3,0,0,0,0,1,0,0,0,0,0,41,36,0,1.013,3.700,11,20.689,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:13:30,0,0,0,4,1,9,0,1,0,0,0,0,0,0,0,0,0,60,37,41,1.013,3.700,15,20.144,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:13:42,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,38,44,0,1.013,3.700,6,15.049,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:13:53,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,41,23,0,1.013,3.700,7,12.362,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:14:4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,42,25,0,1.013,3.700,5,3.764,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:14:15,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,38,0,48,1.013,3.700,7,17.196,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:14:27,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,38,62,0,1.013,3.700,9,6.528,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:14:38,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,37,39,0,1.013,3.700,10,12.154,0.007,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:14:49,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,37,0,0,1.013,3.700,4,17.506,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:15:1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,68,47,0,1.013,3.700,7,4.834,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:15:12,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,58,50,0,1.013,3.700,12,11.978,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:15:23,0,0,0,1,5,4,2,0,0,0,0,0,0,0,0,0,0,38,39,0,1.013,3.700,12,15.357,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:15:35,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,35,64,0,1.013,3.700,6,7.523,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:15:46,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,43,0,1.013,3.700,9,11.152,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:15:57,0,0,0,4,2,5,3,0,0,0,0,0,0,0,0,0,0,41,54,0,1.013,3.700,14,18.871,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:16:9,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,55,27,0,1.013,3.700,8,7.971,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:16:20,0,0,0,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,31,97,1.013,3.700,9,22.625,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:16:31,0,0,0,3,4,1,4,0,1,0,0,0,0,0,0,0,0,38,19,0,1.013,3.700,13,25.973,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:16:43,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,39,45,0,1.013,3.700,6,15.360,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:16:54,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,49,48,0,1.013,3.700,9,12.039,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:17:5,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,39,57,0,1.013,3.700,6,7.834,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:17:18,0,0,0,4,2,3,0,1,0,0,0,0,0,0,0,0,0,34,50,57,1.013,3.700,10,12.955,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:17:29,0,0,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,54,44,81,1.014,3.700,8,14.641,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:17:40,0,0,0,1,3,4,0,1,1,0,0,0,0,0,0,0,0,41,35,47,1.013,3.700,10,22.040,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:17:52,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,23,48,1.013,3.700,3,8.121,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:18:3,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,45,71,0,1.013,3.700,6,4.870,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:18:14,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,47,0,1.013,3.700,8,12.283,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:18:26,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,19,33,0,1.013,3.700,7,8.214,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:18:37,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,41,42,0,1.013,3.700,6,9.655,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:18:48,0,0,0,2,2,5,2,0,0,0,0,0,0,0,0,0,0,42,41,0,1.013,3.700,11,14.977,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:19:0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,43,28,0,1.013,3.700,11,13.421,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:19:11,0,0,0,2,1,6,1,1,1,0,0,0,0,0,0,0,0,85,31,62,1.013,3.700,12,26.798,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:19:22,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,54,48,0,1.013,3.700,7,4.627,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:19:33,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,48,72,27,1.013,3.700,9,13.775,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:19:45,0,0,0,5,5,5,1,0,0,1,0,0,0,0,0,0,0,48,39,0,1.013,3.700,17,23.581,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:19:56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.013,3.700,1,0.691,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:20:7,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,1.013,3.700,5,4.964,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:20:19,0,0,0,2,3,3,1,1,0,0,0,0,0,0,0,0,0,58,52,98,1.013,3.700,10,16.023,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:20:30,0,0,1,2,2,4,1,1,1,1,0,0,0,0,0,0,0,35,39,48,1.013,3.700,13,33.564,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:20:41,0,0,0,4,1,3,1,0,2,0,0,0,0,0,0,0,0,38,79,0,1.013,3.700,11,25.719,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:20:53,0,0,1,1,3,6,2,0,0,0,0,0,0,0,0,0,0,44,42,0,1.013,3.700,13,16.774,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:21:4,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,21,0,1.013,3.700,4,8.275,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:21:15,0,0,0,6,3,5,1,0,0,0,0,0,0,0,0,0,0,46,42,0,1.013,3.700,15,14.050,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:21:27,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,60,127,0,1.013,3.700,9,7.726,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:21:39,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,37,63,0,1.013,3.700,7,10.658,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:21:50,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,42,0,67,1.013,3.700,6,8.948,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:22:2,0,0,0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,19,58,41,1.013,3.700,10,17.579,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
29/7/18 0:22:13,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,54,69,0,1.013,3.700,7,8.524,0.008,0.014,ug/m3,mg/m3,mg/m3,10.000,Live,AvgShort,
